,"Post-op Sz Freedom (Engel Ia, Ib; ILAE 1, 2)","Concordant Neurophys & Imaging (MRI, PET, SPECT)",sEEG (y) and/or ES (ES),Reference,Relevant Tot Sample,Tot Pt included,Reported Semiology,Semiology Category,Ground truth description,Lateralising,CL,IL,BL (Non-lateralising),DomH,NonDomH,Localising,Reported Localisation,TL,Anterior (temporal pole),Lateral Temporal,"STG (includes Transverse Temporal Gyrus, Both Planum)","Transverse Temporal Gyrus (Heschl's, BA 41,  42, ?opercula)",Planum Temporale,Planum Polare,MTG,ITG,Mesial Temporal,Ant Mesial Temporal,Post Mesial Temporal,Enthorinal Cortex,Fusiform,AMYGD,PARAHIPPOCAMPUS,HIPPOCAMPUS,Posterior Temporal,Basal (including Fusiform OTMG),OTMG (fusiform),FL,frontal pole,"Pre-frontal (BA 8, 9, 10, 11, 12, 13, 14, 24, 25, 32, 44, 45, 46, 47)","DL-PFC (BA 46) (include subgroups BA 9, 8, 10 - frontopolar/anterior prefrontal)",gyrus rectus (basal = gyrus rectus and OFC),"Orbito-frontal (BA 10, 11, 12/47) (basal = gyrus rectus and OFC)",Post OF,Lat OF,Med OF,Medial Frontal (include medial premotor and its constituents as its subsets),"Primary Motor Cortex (Pre-central gyrus, BA 4, Rolandic)",medial precentral,Rolandic Operculum (low BA4),SFG (F1),Med SFG,Post SFG,Ant SFG,MFG (F2),Ant MFG,Mid MFG,Post MFG,"IFG (F3)
(BA 44,45,47)","Pars orbitalis (subgroup of IFG)
(BA 47)",Pars Triangularis (subgroup IFG),"Pars opercularis (BA 44)(subgroup IFG, ?opercula)",Premotor frontal (posterior frontal),"Ant Premotor (BA 8, frontal-eye-fields)","Lateral Premotor
(BA 6)",Medial Premotor (including pre SMA),"SMA (pre-central gyrus; posterior SFG, MFG)",SSMA,CING,Cingulum (WM),"Ant Cing (frontal, genu)",Dorsal Ant Cing (BA 32),Middle Cingulate,Post Cing,Isthmus,PL,Primary Sensory Cortex (post-central gyrus),medial anterior parietal,Sup. pariet. lobule,Precuneus (medial post sup parietal lobule),Inferior Parietal Lobule,Supramarg gyrus (post part of parietal operculum),Angular gyrus (BA 39),parietal operculum (ceiling of secondary somatosensory cortex),OL,Mesial Occipital,Lingual gyrus  (medial and basal),Cuneus,"Lateral Occipital (SOG, IOG, LOG)",Posterior Occipital Gyrus,Superior Occipital Gyrus,INSULA,Ant Ins,Anterior Short Gyrus,Middle Short Gyrus,Post short gyrus,Precentral gyrus,Postcentral gyrus,Posterior long gyrus,Hypothalamus,Sub-Callosal Cortex,Cerebellum,Hemisphere,Vermis,FT,TO,TP,FTP,TPO Junction,PO,FP,Perisylvian,paper including paediatric  age group (0-17) or individual data from pt 0-17,paediatric subgroup <7 years (0-6 yrs) y/n,# tot pt in the paper,# pt excluded,# pt sz free post-surg,Cortical Stimulation (CS),Spontaneous Semiology (SS),Epilepsy Topology (ET),"Other factors (e.g. Abs, genetic mutations)",Year,Color,Labels,Priors,AGE,OTHER,SemioDict Key
2078,y,y,y,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Aura with sensation of instability,Vertigo (Aura),Engel I + concordance + sEEG,,,,,,,1.0,Site of surgery: R Posterior SFG 	,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,All 3 Ground Truths,Epilepsy Topology (ET),Unlabelled Age,0.0,Vestibular
2079,y,y,y,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Asymmetric dystonic posturing,Asymmetric Dystonic,Engel I + concordance + sEEG,1.0,,,,,,1.0,Site of surgery: R Posterior SFG 	,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,All 3 Ground Truths,Epilepsy Topology (ET),Unlabelled Age,0.0,Tonic
2080,y,y,y,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Aura with Sensation of estrangement ,Psychic,Engel I + concordance + sEEG,,,,,,,1.0,"Site of surgery: R Middle and anterior SFG and MFG, anterior IFG, frontal cingulate gyrus, subcallosal cortex, fronto-orbital cortex 	",,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,All 3 Ground Truths,Epilepsy Topology (ET),Unlabelled Age,0.3333333333333333,Psychic
2081,y,y,y,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Asymmetric tonic posturing,Asymmetric Tonic,Engel I + concordance + sEEG,1.0,,,,,,1.0,"Site of surgery: R Middle and anterior SFG and MFG, anterior IFG, frontal cingulate gyrus, subcallosal cortex, fronto-orbital cortex 	",,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,All 3 Ground Truths,Epilepsy Topology (ET),Unlabelled Age,0.3333333333333333,Tonic
2082,y,y,,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Aura with Fear,Fear-Anxiety,Engel I + concordance,,,,,,,1.0,"Site of surgery: R Middle and anterior SFG and MFG, frontal cingulate gyrus 	",,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Fear-Anxiety
2083,y,y,,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Mimetic automatisms,Automatisms (Mimetic),Engel I + concordance,,,,,,,1.0,"Site of surgery: R Middle and anterior SFG and MFG, frontal cingulate gyrus 	",,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Mimetic Automatisms
2084,y,y,,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,hyperkinetic automatisms,Hypermotor,Engel I + concordance,,,,,,,1.0,"Site of surgery: R Middle and anterior SFG and MFG, frontal cingulate gyrus 	",,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.0,Hypermotor
2085,y,y,,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Aura with Fear,Fear-Anxiety,Engel I + concordance,,,,,,,1.0,"Site of surgery: R Anterior SFG, genu of cingulate gyrus, rectus gyrus, subcallosal cortex ",,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.3333333333333333,Fear-Anxiety
2086,y,y,,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,Mimetic automatisms,Automatisms (Mimetic),Engel I + concordance,,,,,,,1.0,"Site of surgery: R Anterior SFG, genu of cingulate gyrus, rectus gyrus, subcallosal cortex ",,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.3333333333333333,Mimetic Automatisms
2087,y,y,,"Nobili L, Francione S, Mai R, Cardinale F, Castana L, Tassi L, et al. Surgical treatment of drug-resistant nocturnal frontal lobe epilepsy. Brain 2007; 130(Pt 2): 561-73.",,,hyperkinetic automatisms,Hypermotor,Engel I + concordance,,,,,,,1.0,"Site of surgery: R Anterior SFG, genu of cingulate gyrus, rectus gyrus, subcallosal cortex ",,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,y,,2007,#F27420,SF and Concordance,Epilepsy Topology (ET),Unlabelled Age,0.3333333333333333,Hypermotor
2088,,y,,"Nolan MA, Otsubo H, Iida K, Minassian BA. Startle-induced seizures associated with infantile hemiplegia: implication of the supplementary motor area. Epileptic Disord 2005; 7(1): 49-52.",1,1.0,"abrupt tonic posturing of the left arm and hand (extension of the fingers), also
usually involving the left leg, with
myoclonic movements; in most events, the right
arm is flexed in a tonic posture, but the
right leg is not involved. ","Asymmetric Tonic, Myoclonic","EEG, MEG, MRI concordance",1.0,1.0,,,,,1.0,"Interictal EEG demonstrating frequent, right fronto-central spike and wave, with maximum negativity at FP2. Magnetic source
image showing a tight cluster of interictal MEG spike sources at the anterior margin of the porencephalic cyst in the right frontal
region. MRI: cystic area extended
through the frontal, temporal and parietal regions, with cortical thickening in the right frontal lobe ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0,0,,y,,,2005,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,1.0,Tonic
2089,,y,,"Nolan MA, Otsubo H, Iida K, Minassian BA. Startle-induced seizures associated with infantile hemiplegia: implication of the supplementary motor area. Epileptic Disord 2005; 7(1): 49-52.",,,"Vocalization
",Vocalisation,"EEG, MEG, MRI concordance",,,,,,,1.0,"Interictal EEG demonstrating frequent, right fronto-central spike and wave, with maximum negativity at FP2. Magnetic source
image showing a tight cluster of interictal MEG spike sources at the anterior margin of the porencephalic cyst in the right frontal
region. MRI: cystic area extended
through the frontal, temporal and parietal regions, with cortical thickening in the right frontal lobe ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,y,,,2005,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,1.0,Vocalisation
2090,,y,,"Nolan MA, Otsubo H, Iida K, Minassian BA. Startle-induced seizures associated with infantile hemiplegia: implication of the supplementary motor area. Epileptic Disord 2005; 7(1): 49-52.",,,and a look of fear and distress accompany the abnormal posture. ,Mimetic Automatism,"EEG, MEG, MRI concordance",,,,,,,1.0,"Interictal EEG demonstrating frequent, right fronto-central spike and wave, with maximum negativity at FP2. Magnetic source
image showing a tight cluster of interictal MEG spike sources at the anterior margin of the porencephalic cyst in the right frontal
region. MRI: cystic area extended
through the frontal, temporal and parietal regions, with cortical thickening in the right frontal lobe ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,y,,,2005,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,1.0,Mimetic Automatisms
2091,,y,,"Nolan MA, Otsubo H, Iida K, Minassian BA. Startle-induced seizures associated with infantile hemiplegia: implication of the supplementary motor area. Epileptic Disord 2005; 7(1): 49-52.",,,"Her neck
is flexed, with myoclonic movements
of the head towards the left, ",Myoclonic,"EEG, MEG, MRI concordance",1.0,1.0,,,,,1.0,"Interictal EEG demonstrating frequent, right fronto-central spike and wave, with maximum negativity at FP2. Magnetic source
image showing a tight cluster of interictal MEG spike sources at the anterior margin of the porencephalic cyst in the right frontal
region. MRI: cystic area extended
through the frontal, temporal and parietal regions, with cortical thickening in the right frontal lobe ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,y,,,2005,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,1.0,Myoclonic
2092,,y,,"Nolan MA, Otsubo H, Iida K, Minassian BA. Startle-induced seizures associated with infantile hemiplegia: implication of the supplementary motor area. Epileptic Disord 2005; 7(1): 49-52.",,,she cannot speak during the episode,Ictal Aphasia,"EEG, MEG, MRI concordance",1.0,,,,1.0,,1.0,"Interictal EEG demonstrating frequent, right fronto-central spike and wave, with maximum negativity at FP2. Magnetic source
image showing a tight cluster of interictal MEG spike sources at the anterior margin of the porencephalic cyst in the right frontal
region. MRI: cystic area extended
through the frontal, temporal and parietal regions, with cortical thickening in the right frontal lobe ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,y,,,2005,#F27420,Concordance Only,Spontaneous Semiology (SS),Unlabelled Age,1.0,Aphasia
2093,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",50,50.0,Aura ,Aura,Post-op sz freedom > 2y f/u,,,,,,,13.0,"F 17.4% (4); T 33.3% (9)
",9.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,0,50,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,
2094,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,during sleep,Nocturnal ,Post-op sz freedom > 2y f/u,,,,,,,23.0,"F 56.5% (13) ; T 37% (10)
",10.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,
2095,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Initial motionless staring,Dialeptic,Post-op sz freedom > 2y f/u,,,,,,,25.0,F 34.8% (8); T 63% (17),17.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Dialeptic/LOA
2096,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Oral automatism,Oral Automatism,Post-op sz freedom > 2y f/u,,,,,,,23.0,F 33.3% (8); T 55.6% (15),15.0,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatisms - Oral
2097,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Unilateral manual automatism,Automatisms (UL),Post-op sz freedom > 2y f/u,26.0,,,,,,26.0,F 41.7% (9.5) (latency 11s (1-52s)); T 59.3% (16) (latency 16s (1-38s)),16.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
2098,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Bimanual automatism,Automatisms (UL),Post-op sz freedom > 2y f/u,,,,28.0,,,28.0,F 64.3% (15) (latency 10s (2—36)); T  48.1% (13) (latency 23s (1—53s)),13.0,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Automotor Manual
2099,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Bipedal automatism,Automatism (LL),Post-op sz freedom > 2y f/u,,,,10.0,,,10.0,F  30.4% (7) ( (latency 5s (2—20s)); T 11.1% (3) (latency 6s (2—11s)),3.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Automatism - Lower Limb - Non Hypermotor
2100,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Vocalization,Vocalisation,Post-op sz freedom > 2y f/u,,,,,,,19.0,F 37.5% (8.5) (latency  8s (1—38s) ); T 37% (10) (latency 12s (2—25s)),10.0,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Vocalisation
2101,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Dystonic extremity posturing,Dystonic (Distal),Post-op sz freedom > 2y f/u,4.0,,,,,,4.0,F 16.7% (4) (latency 15s (2—53s)),,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
2102,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Fencing posturing,Fencing,Post-op sz freedom > 2y f/u,6.0,,,,,,6.0,F 26.1% (6) (latency 20s (3—67s)),,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
2103,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Tonic limb posturing,Tonic (Limb),Post-op sz freedom > 2y f/u,,,,,,,19.0,F 43.5% (10) (latency 17s (1—34s)); T 33.3% (9) (latency 20s (3—53s)),9.0,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Tonic
2104,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Unilateral clonic activity,Clonic ,Post-op sz freedom > 2y f/u,8.0,,,,,,8.0,F  34.8% (8) (latency  21s (1—49s)),,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Clonic
2105,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Early non-forced head turn,Head Turning,Post-op sz freedom > 2y f/u,27.0,,,,,,27.0,F 47.8% (11) (latency 3s (1—29s)); T 59.7% (16) (latency 9s (1—20s)),16.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Head or Body Turn
2106,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Forced head turn,Head Version,Post-op sz freedom > 2y f/u,21.0,,,,,,21.0,F  47.8% (11) (latency  16s (1—256s)); T 37% (10)(latency 37s (6—200s)),10.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Head or Body Turn
2107,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Restless trunk movement,Hypermotor (Trunk),Post-op sz freedom > 2y f/u,,,,,,,22.0,F 47.8% (11); T 40.7% (11),11.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Hypermotor
2108,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Postictal dysphasia,Postictal Dysphasia,Post-op sz freedom > 2y f/u,7.0,,,,7.0,,7.0,F 4.3% (1) ; T 22.2% (6),5.25,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Postictal Dysphasia
2109,y,,,"O'Brien TJ, Mosewich RK, Britton JW, Cascino GD, So EL. History and seizure semiology in distinguishing frontal lobe seizures and temporal lobe seizures. Epilepsy Res 2008; 82(2-3): 177-82.",,,Postictal motor paresis (Todd paresis),Postictal Hemiparesis  ,Post-op sz freedom > 2y f/u,2.0,,,,,,2.0,F 5.9% (1.5) ; T 2% (0.5),0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,2008,#F27420,Seizure-Freedom Only,Spontaneous Semiology (SS),Unlabelled Age,0.0,Postictal Hemiparesis or Hemiplegia
2110,y,y,,"Ochi A, Hung R, Weiss S, Widjaja E, To T, Nawa Y, et al. Lateralized interictal epileptiform discharges during rapid eye movement sleep correlate with epileptogenic hemisphere in children with intractable epilepsy secondary to tuberous sclerosis complex. Epilepsia 2011; 52(11): 1986-94.",23,2.0,Tonic,Tonic ,Post-op sz freedom + MRI tuber,,,,,,,1.0,L‐FTP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,23.0,21,8,,y,,,2011,#F27420,SF and Concordance,Spontaneous Semiology (SS),Unlabelled Age,1.0,Tonic
